二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
71,RCL,Consumer Cyclical,57.4,C-暂缓,14.0,18.982997,15.96,26.59,nan,否,ROE>40%；FCF/NI<70%,366.5,26.59,nan,137.76,-15.8,5.63,49.35,23.8,42.52,10.85,52.94,2.2,5.41,0.18,0.46,0.29,1.94,6465000000.0
72,SGI,Consumer Cyclical,57.2,C-暂缓,6.0,25.593847,34.81,14.96,-5.54,否,股数膨胀>2%,98.56,14.96,-5.54,28.31,-5.34,4.32,42.58,5.14,12.36,4.37,57.54,2.15,2.8,0.83,0.85,1.65,7.2,800100000.0
73,TFPM,Basic Materials,57.2,C-暂缓,21.0,16.125,22.66,36.78,63.33,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,41.7,36.78,63.33,38.26,42.09,nan,67.64,61.74,11.73,12.36,0.07,0.0,64.87,3.92,0.2,0.39,9.88,312832000.0
74,PCTY,Technology,57.2,C-暂缓,8.0,29.607724,20.32,14.68,24.19,否,应收增速>营收,182.83,14.68,24.19,23.55,31.47,,69.19,15.23,22.08,5.82,2.72,0.11,,1.09,0.38,1.59,-1.6,533252000.0
75,NHI,Real Estate,57.1,C-暂缓,6.0,20.41611,22.6,10.53,28.89,否,股数膨胀>2%,91.38,10.53,28.89,8.47,1.45,,97.08,37.85,9.34,5.25,41.61,0.76,3.61,1.07,0.14,1.66,3.64,236563000.0
76,GSK,Healthcare,56.7,C-暂缓,0.0,16.085047,18.48,3.66,-27.43,否,无,61.7,3.66,-27.43,1.5,2.74,4.8,72.4,17.5,34.9,9.48,28.99,1.08,11.77,0.82,0.54,0.83,-0.67,7741000000.0
77,IBP,Consumer Cyclical,56.4,C-暂缓,0.0,26.149541,30.39,3.63,5.91,否,无,349.0,3.63,5.91,10.15,3.79,4.75,33.97,8.93,37.39,12.86,47.95,1.4,12.26,3.03,1.44,1.13,-1.59,371400000.0
78,MO,Consumer Defensive,56.3,C-暂缓,0.0,13.564979,16.45,-0.89,6.42,否,无,77.06,-0.89,6.42,4.01,-46.54,-3.21,72.21,34.5,-198.37,19.79,73.42,-7.34,8.98,0.65,0.57,1.31,-2.12,9290000000.0
79,IT,Technology,56.1,C-暂缓,6.0,16.412659,32.5,5.87,-3.35,否,ROE>40%,265.85,5.87,-3.35,5.42,2.66,,68.39,11.22,227.95,8.78,41.41,10.47,8.73,1.0,0.78,1.61,-3.64,1290365000.0
80,CCL,Consumer Cyclical,56.0,C-暂缓,0.0,12.695252,18.69,29.81,nan,否,无,34.03,29.81,nan,nan,19.73,5.67,40.1,10.37,22.47,5.48,54.16,2.28,3.05,0.32,0.53,0.94,1.41,6218000000.0
81,TGTX,Healthcare,55.9,C-暂缓,14.0,17.877361,16.53,504.86,nan,否,ROE>40%；FCF/NI<70%,59.3,504.86,nan,nan,nan,nan,83.66,72.56,69.01,54.5,23.86,0.39,5.02,4.1,0.75,-0.06,1.99,-24772000.0
82,FISV,,55.7,C-暂缓,0.0,9.884132,63.28,6.11,11.21,否,无,140.42,6.11,11.21,9.49,3.55,,59.36,16.42,13.49,4.42,36.34,1.13,3.79,1.03,0.27,1.24,-5.36,6062000000.0
83,WPM,Basic Materials,55.6,C-暂缓,16.0,29.921297,18.63,29.53,30.05,否,应收增速>营收；FCF/NI<70%,165.76,29.53,30.05,36.84,70.03,nan,72.22,63.58,16.93,17.78,0.09,0.0,3959.2,7.78,0.28,0.38,0.13,1904981000.0
84,ADMA,Healthcare,55.5,C-暂缓,22.0,13.964406,52.19,49.05,nan,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,20.46,49.05,nan,nan,117.0,8.14,57.39,28.8,30.78,26.4,12.8,0.17,26.69,6.71,0.92,0.19,2.36,50396000.0
85,LIF,Technology,55.4,C-暂缓,14.0,28.410405,56.33,28.95,nan,否,FCF/NI<70%；股数膨胀>2%,112.54,28.95,nan,nan,34.57,-3.04,77.81,30.81,27.51,21.53,32.34,0.57,,6.26,0.7,0.54,6.75,88630000.0
86,ASR,Industrials,55.2,C-暂缓,18.0,14.49079,27.99,13.73,1.65,否,经营现金流3Y为负；FCF/NI<70%,381.52,13.73,1.65,-2.97,0.27,12.94,46.57,28.17,26.55,12.13,39.89,0.9,10.74,3.03,0.43,0.43,0.0,12348613000.0
87,DPZ,Consumer Cyclical,55.2,C-暂缓,0.0,20.032916,24.58,2.88,9.98,否,无,469.0,2.88,9.98,18.56,7.06,-0.98,39.95,12.18,-15.42,34.85,294.11,-1.29,4.93,1.65,2.86,1.12,-1.72,792062000.0
88,FR,,55.2,C-暂缓,0.0,23.050422,,10.43,-11.68,否,无,,10.43,-11.68,,,,73.66,34.03,nan,,,,3.88,,,nan,,
89,MLCO,Consumer Cyclical,55.1,C-暂缓,0.0,9.501417,45.62,56.39,nan,否,无,10.15,56.39,nan,nan,31.18,11.8,36.73,3.58,-14.84,2.37,92.46,-5.64,1.32,1.07,0.66,2.57,-5.07,818115000.0
90,LII,Industrials,54.9,C-暂缓,6.0,18.663253,31.73,3.26,17.47,否,ROE>40%,616.5,3.26,17.47,,-1.65,15.25,33.39,15.51,69.28,20.92,43.38,1.52,22.48,1.6,1.35,0.79,-0.64,
91,CTSH,Technology,54.8,C-暂缓,0.0,12.536611,33.13,2.8,-0.88,否,无,87.03,2.8,-0.88,3.93,5.35,,33.72,10.56,14.85,10.97,5.57,0.08,95.03,2.14,1.04,1.16,-2.0,2883000000.0
92,CRH,Basic Materials,54.6,C-暂缓,0.0,17.271526,25.51,4.6,-1.15,否,无,131.55,4.6,-1.15,13.97,3.14,7.78,36.13,9.96,15.54,6.85,33.78,0.82,6.93,1.74,0.69,0.78,-3.53,5625000000.0
93,VMI,Industrials,54.6,C-暂缓,0.0,19.190499,15.84,-1.89,10.1,否,无,585.71,-1.89,10.1,11.85,-0.78,-8.06,30.21,8.16,20.5,9.99,27.47,0.57,10.31,2.35,1.23,0.93,-3.72,456484000.0
94,XYL,Industrials,54.3,C-暂缓,13.0,29.010824,20.96,17.84,39.17,否,利润增长显著快于营收；股数膨胀>2%,154.27,17.84,39.17,27.7,17.08,7.15,38.46,10.59,8.34,5.61,11.7,0.18,41.72,1.62,0.53,0.95,10.57,1241000000.0
95,LDOS,Technology,54.1,C-暂缓,7.0,13.107806,31.78,6.06,28.34,否,利润增长显著快于营收,205.77,6.06,28.34,20.83,10.14,6.02,18.04,8.43,29.45,10.93,38.8,1.06,10.4,1.7,1.3,1.12,-2.65,1750000000.0
96,DORM,Consumer Cyclical,54.1,C-暂缓,8.0,18.56848,19.93,7.11,18.88,否,FCF/NI<70%,166.89,7.11,18.88,39.69,3.89,8.26,42.14,9.59,13.82,8.3,21.52,0.36,10.64,3.09,0.87,0.37,-1.11,113634000.0
97,INGR,Consumer Defensive,53.9,C-暂缓,0.0,11.273157,20.49,-3.15,14.0,否,无,130.48,-3.15,14.0,83.81,-4.93,-8.41,25.32,10.1,16.8,9.5,24.96,0.45,27.32,2.66,0.94,0.7,-1.39,944000000.0
98,TEL,Technology,53.8,C-暂缓,0.0,20.976389,15.19,1.97,-8.8,否,无,252.56,1.97,-8.8,18.81,5.9,0.29,35.22,10.67,14.64,7.69,23.2,0.46,42.61,1.56,0.72,1.74,-2.53,4139000000.0
99,PYPL,Financial Services,53.4,C-暂缓,7.0,11.159677,25.27,6.43,29.33,否,利润增长显著快于营收,79.22,6.43,29.33,3.34,1.6,,46.62,15.78,25.83,6.59,12.46,0.49,15.27,1.29,0.42,1.06,-6.79,6416000000.0
100,ICE,Financial Services,53.4,C-暂缓,7.0,21.363989,17.36,9.47,31.86,否,利润增长显著快于营收,183.13,9.47,31.86,9.47,9.91,,56.16,26.23,11.46,2.4,14.81,0.7,6.41,1.02,0.09,1.17,0.47,4662000000.0
101,AG,Basic Materials,53.0,C-暂缓,14.0,27.591411,40.2,26.37,nan,否,应收增速>营收；股数膨胀>2%,32.04,26.37,nan,202.58,115.76,9.38,35.57,13.04,5.97,4.94,6.58,0.11,27.69,2.6,0.38,1.88,21.42,526010000.0
102,XP,Financial Services,52.5,C-暂缓,8.0,8.115744,33.25,10.28,13.04,否,应收增速>营收,23.13,10.28,13.04,88.31,29.34,,24.47,64.89,21.96,1.39,26.28,4.43,9.71,0.71,0.02,2.24,-1.43,12044826000.0
103,MBGL,Technology,52.0,C-暂缓,0.0,28.216574,24.54,8.56,-7.32,否,无,26.0,8.56,-7.32,11.09,3.64,,nan,8.0,1.22,1.07,1.91,0.02,2.92,1.07,0.13,3.29,0.0,485000000.0
104,LHX,Industrials,52.0,C-暂缓,0.0,29.376882,23.33,8.62,14.78,否,无,379.23,8.62,14.78,12.91,3.1,-1.89,25.73,7.35,8.18,3.86,26.98,0.57,4.24,1.19,0.53,1.67,-0.66,3106000000.0
