二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
43,NYT,Communication Services,63.0,B-保留观察,0.0,28.502645,21.45,6.96,25.53,否,无,87.1,6.96,25.53,57.12,10.16,,50.81,12.18,16.85,11.78,1.22,0.02,387.68,1.54,0.97,1.6,-0.66,584489000.0
44,AOS,Industrials,62.8,B-保留观察,7.0,17.409981,23.68,0.67,32.33,否,利润增长显著快于营收,81.87,0.67,32.33,16.37,0.06,-2.45,38.83,14.26,29.4,17.11,6.11,0.1,53.97,1.5,1.2,1.0,-2.87,616800000.0
45,NOC,Industrials,60.2,B-保留观察,0.0,17.458941,28.95,4.65,-5.12,否,无,774.0,4.65,-5.12,17.92,-3.1,10.2,19.81,9.97,25.08,8.3,33.13,1.02,8.62,1.1,0.83,0.79,-2.49,4757000000.0
46,HII,Industrials,60.2,B-保留观察,0.0,17.651589,35.57,5.35,1.47,否,无,460.0,5.35,1.47,16.01,-18.92,6.17,12.7,4.85,11.93,4.86,22.93,0.58,8.4,1.13,1.0,1.31,-0.55,1196000000.0
47,PAC,Industrials,59.7,B-保留观察,14.0,20.136837,28.47,14.78,2.0,否,ROE>40%；FCF/NI<70%,300.41,14.78,2.0,13.38,13.81,,57.14,23.1,42.57,11.27,60.24,2.36,4.23,0.91,0.49,0.61,0.0,18249740000.0
48,VICI,Real Estate,59.6,B-保留观察,6.0,10.077519,23.34,15.49,35.42,否,股数膨胀>2%,33.91,15.49,35.42,8.9,-38.52,,99.33,69.28,9.98,6.03,37.86,0.64,4.34,26.68,0.09,0.9,3.53,2509991000.0
49,YETI,Consumer Cyclical,59.6,B-保留观察,8.0,18.216358,22.62,5.41,22.63,否,应收增速>营收,53.99,5.41,22.63,36.17,21.19,-7.85,57.41,8.85,25.43,13.12,18.49,0.35,498.25,1.98,1.48,0.92,-4.62,254737000.0
50,RELX,Industrials,59.6,B-保留观察,6.0,21.346213,26.98,3.89,8.12,否,ROE>40%,48.4,3.89,8.12,5.71,1.38,0.22,66.29,21.53,87.28,13.82,49.24,3.07,11.07,0.49,0.64,1.12,-1.6,2836000000.0
51,CRM,Technology,59.5,B-保留观察,7.0,23.868861,23.59,9.82,229.74,否,利润增长显著快于营收,269.11,9.82,229.74,28.24,10.06,,77.68,17.96,12.61,6.93,15.29,0.29,,0.76,0.39,1.93,-1.8,14996000000.0
52,RCL,Consumer Cyclical,59.3,B-保留观察,14.0,17.873601,20.87,26.59,nan,否,ROE>40%；FCF/NI<70%,366.5,26.59,nan,137.76,-15.8,5.63,49.35,23.8,42.52,10.85,52.94,2.2,5.41,0.18,0.46,0.29,1.94,6465000000.0
53,YMM,Technology,58.2,B-保留观察,15.0,14.936697,37.31,22.87,121.3,否,利润增长显著快于营收；应收增速>营收,14.07,22.87,121.3,nan,79.39,,63.02,35.29,11.01,10.3,0.08,0.0,,8.09,0.29,1.02,-0.71,4626880000.0
54,SGI,Consumer Cyclical,58.0,B-保留观察,6.0,25.028193,36.25,14.96,-5.54,否,股数膨胀>2%,98.56,14.96,-5.54,28.31,-5.34,4.32,42.58,5.14,12.36,4.37,57.54,2.15,2.8,0.83,0.85,1.65,7.2,800100000.0
55,BFAM,Consumer Cyclical,57.8,C-暂缓,7.0,23.540585,37.78,13.24,33.79,否,利润增长显著快于营收,119.67,13.24,33.79,23.0,10.62,,23.77,6.58,14.42,4.99,45.26,1.31,7.03,0.52,0.76,1.34,-1.12,350726000.0
56,CMI,Industrials,57.6,C-暂缓,0.0,29.550578,21.64,6.25,9.74,否,无,737.76,6.25,9.74,22.66,3.8,1.29,25.29,8.44,23.02,8.68,23.87,0.66,13.05,1.76,1.03,0.84,-0.75,3621000000.0
57,LIF,Technology,57.6,C-暂缓,14.0,25.244186,61.42,28.95,nan,否,FCF/NI<70%；股数膨胀>2%,112.54,28.95,nan,nan,34.57,-3.04,77.81,30.81,27.51,21.53,32.34,0.57,,6.26,0.7,0.54,6.75,88630000.0
58,TJX,Consumer Cyclical,57.4,C-暂缓,6.0,25.338889,19.51,6.53,16.24,否,ROE>40%,170.0,6.53,16.24,18.95,2.26,7.84,30.96,9.1,53.92,16.27,37.71,1.32,99.64,1.14,1.79,0.9,-1.41,6874000000.0
59,PEGA,,57.4,C-暂缓,0.0,18.826596,,9.83,nan,否,无,,9.83,nan,,,,75.86,22.54,nan,,,,219.39,,,nan,,
60,XYL,Industrials,57.2,C-暂缓,13.0,26.986039,26.48,17.84,39.17,否,利润增长显著快于营收；股数膨胀>2%,154.27,17.84,39.17,27.7,17.08,7.15,38.46,10.59,8.34,5.61,11.7,0.18,41.72,1.62,0.53,0.95,10.57,1241000000.0
61,CCL,Consumer Cyclical,57.0,C-暂缓,0.0,11.740929,24.8,29.81,nan,否,无,34.03,29.81,nan,nan,19.73,5.67,40.1,10.37,22.47,5.48,54.16,2.28,3.05,0.32,0.53,0.94,1.41,6218000000.0
62,ZTO,Industrials,56.8,C-暂缓,8.0,11.277983,18.63,11.54,10.07,否,FCF/NI<70%,26.2,11.54,10.07,1.4,3.49,0.09,24.99,18.49,13.68,9.9,12.61,0.17,45.46,1.49,0.54,0.65,-1.01,11968419000.0
63,ESTC,,56.6,C-暂缓,0.0,23.104963,,17.62,nan,否,无,,17.62,nan,,,,76.07,21.14,nan,,,,0.91,,,nan,,
64,GSK,Healthcare,56.5,C-暂缓,0.0,16.446401,16.65,3.66,-27.43,否,无,61.7,3.66,-27.43,1.5,2.74,4.8,72.4,17.5,34.9,9.48,28.99,1.08,11.77,0.82,0.54,0.83,-0.67,7741000000.0
65,ZM,Technology,56.3,C-暂缓,7.0,8.703861,18.22,3.49,163.63,否,利润增长显著快于营收,114.74,3.49,163.63,15.52,-3.73,,77.02,39.03,19.37,16.56,0.49,0.01,,4.33,0.42,1.01,0.19,1989048000.0
66,BZ,Communication Services,56.3,C-暂缓,21.0,13.140009,25.42,22.38,194.36,否,利润增长显著快于营收；应收增速>营收；股数膨胀>2%,25.26,22.38,194.36,65.57,49.78,nan,85.06,33.09,13.66,12.47,0.64,0.01,,4.66,0.38,1.62,2.46,4552371000.0
67,TFPM,Basic Materials,56.3,C-暂缓,21.0,17.49,16.12,36.78,63.33,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,41.7,36.78,63.33,38.26,42.09,nan,67.64,61.74,11.73,12.36,0.07,0.0,64.87,3.92,0.2,0.39,9.88,312832000.0
68,DPZ,Consumer Cyclical,56.1,C-暂缓,0.0,19.51414,26.53,2.88,9.98,否,无,469.0,2.88,9.98,18.56,7.06,-0.98,39.95,12.18,-15.42,34.85,294.11,-1.29,4.93,1.65,2.86,1.12,-1.72,792062000.0
69,FISV,,55.9,C-暂缓,0.0,10.054746,62.23,6.11,11.21,否,无,138.85,6.11,11.21,9.49,3.55,,59.36,16.42,13.49,4.42,36.34,1.13,3.79,1.03,0.27,1.24,-5.36,6062000000.0
70,LHX,Industrials,55.9,C-暂缓,0.0,26.569941,30.66,8.62,14.78,否,无,379.23,8.62,14.78,12.91,3.1,-1.89,25.73,7.35,8.18,3.86,26.98,0.57,4.24,1.19,0.53,1.67,-0.66,3106000000.0
71,NHI,Real Estate,55.8,C-暂缓,6.0,21.183915,19.69,10.53,28.89,否,股数膨胀>2%,91.38,10.53,28.89,8.47,1.45,,97.08,37.85,9.34,5.25,41.61,0.76,3.61,1.07,0.14,1.66,3.64,236563000.0
72,ASR,Industrials,55.7,C-暂缓,18.0,13.847271,31.19,13.73,1.65,否,经营现金流3Y为负；FCF/NI<70%,381.52,13.73,1.65,-2.97,0.27,12.94,46.57,28.17,26.55,12.13,39.89,0.9,10.74,3.03,0.43,0.43,0.0,12348613000.0
73,VMI,Industrials,55.7,C-暂缓,0.0,18.570295,18.56,-1.89,10.1,否,无,585.71,-1.89,10.1,11.85,-0.78,-8.06,30.21,8.16,20.5,9.99,27.47,0.57,10.31,2.35,1.23,0.93,-3.72,456484000.0
74,IT,Technology,55.6,C-暂缓,6.0,17.647312,27.42,5.87,-3.35,否,ROE>40%,265.85,5.87,-3.35,5.42,2.66,,68.39,11.22,227.95,8.78,41.41,10.47,8.73,1.0,0.78,1.61,-3.64,1290365000.0
75,TEL,Technology,55.4,C-暂缓,0.0,20.07838,18.82,1.97,-8.8,否,无,252.56,1.97,-8.8,18.81,5.9,0.29,35.22,10.67,14.64,7.69,23.2,0.46,42.61,1.56,0.72,1.74,-2.53,4139000000.0
76,LII,Industrials,55.4,C-暂缓,6.0,17.457642,32.96,3.26,17.47,否,ROE>40%,587.27,3.26,17.47,,-1.65,15.25,33.39,15.51,69.28,20.92,43.38,1.52,22.48,1.6,1.35,0.79,-0.64,
77,ADMA,Healthcare,55.3,C-暂缓,22.0,13.750228,52.93,49.05,nan,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,20.46,49.05,nan,nan,117.0,8.14,57.39,28.8,30.78,26.4,12.8,0.17,26.69,6.71,0.92,0.19,2.36,50396000.0
78,DORM,Consumer Cyclical,55.2,C-暂缓,8.0,17.980703,22.46,7.11,18.88,否,FCF/NI<70%,166.89,7.11,18.88,39.69,3.89,8.26,42.14,9.59,13.82,8.3,21.52,0.36,10.64,3.09,0.87,0.37,-1.11,113634000.0
79,CRH,Basic Materials,54.7,C-暂缓,0.0,17.105843,26.23,4.6,-1.15,否,无,131.55,4.6,-1.15,13.97,3.14,7.78,36.13,9.96,15.54,6.85,33.78,0.82,6.93,1.74,0.69,0.78,-3.53,5625000000.0
80,COF,Financial Services,54.3,C-暂缓,6.0,12.667142,16.34,15.98,-30.67,否,股数膨胀>2%,259.64,15.98,-30.67,26.14,18.4,,nan,4.59,2.16,0.42,7.54,0.44,,,0.09,10.66,17.91,27718000000.0
81,LDOS,Technology,54.3,C-暂缓,7.0,12.832353,33.21,6.06,28.34,否,利润增长显著快于营收,205.77,6.06,28.34,20.83,10.14,6.02,18.04,8.43,29.45,10.93,38.8,1.06,10.4,1.7,1.3,1.12,-2.65,1750000000.0
82,CTSH,Technology,54.2,C-暂缓,0.0,13.374539,28.66,2.8,-0.88,否,无,87.03,2.8,-0.88,3.93,5.35,,33.72,10.56,14.85,10.97,5.57,0.08,95.03,2.14,1.04,1.16,-2.0,2883000000.0
83,VVX,Industrials,54.2,C-暂缓,0.0,26.883555,17.0,15.72,nan,否,无,93.98,15.72,nan,24.86,-27.41,0.65,8.33,1.74,7.18,2.39,33.47,1.01,2.23,1.22,1.38,2.18,0.76,181992000.0
84,INDV,Healthcare,54.0,C-暂缓,8.0,12.951602,16.32,11.2,nan,否,FCF/NI<70%,42.81,11.2,nan,nan,4.77,10.78,80.15,16.95,-212.12,16.69,29.23,-3.55,6.31,0.71,0.98,-0.45,-2.88,-27000000.0
85,CNM,Industrials,53.8,C-暂缓,6.0,18.383966,35.44,4.76,6.41,否,股数膨胀>2%,67.18,4.76,6.41,17.47,4.85,-1.98,26.93,5.77,22.08,7.38,40.05,1.22,6.06,2.63,1.28,1.37,3.0,650000000.0
86,INGR,Consumer Defensive,53.8,C-暂缓,0.0,11.380728,19.73,-3.15,14.0,否,无,130.48,-3.15,14.0,83.81,-4.93,-8.41,25.32,10.1,16.8,9.5,24.96,0.45,27.32,2.66,0.94,0.7,-1.39,944000000.0
87,RPM,Basic Materials,53.8,C-暂缓,0.0,20.726025,16.7,2.71,11.38,否,无,128.51,2.71,11.38,15.91,3.4,-2.3,41.44,8.41,19.97,8.21,34.45,0.87,8.8,1.68,0.98,1.02,-0.29,898708000.0
88,SARO,Industrials,53.0,C-暂缓,0.0,25.954474,27.0,13.46,nan,否,无,34.48,13.46,nan,126.48,7.28,11.01,14.8,4.58,10.4,4.34,37.35,0.92,3.16,2.2,0.95,0.73,-0.02,316705000.0
89,PYPL,Financial Services,52.9,C-暂缓,7.0,11.651683,21.97,6.43,29.33,否,利润增长显著快于营收,79.22,6.43,29.33,3.34,1.6,,46.62,15.78,25.83,6.59,12.46,0.49,15.27,1.29,0.42,1.06,-6.79,6416000000.0
90,WYNN,Consumer Cyclical,52.8,C-暂缓,0.0,23.293617,27.87,23.86,nan,否,无,134.72,23.86,nan,nan,23.06,8.07,41.43,4.59,-118.82,2.51,92.89,-44.2,1.82,1.63,0.55,2.11,-2.84,1352653000.0
91,AROC,Energy,52.0,C-暂缓,21.0,17.021574,25.01,20.78,93.77,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,42.23,20.78,93.77,45.15,1.15,9.05,48.57,21.63,21.61,7.89,55.67,1.62,3.56,1.54,0.36,0.37,3.96,622107000.0
92,CHDN,Consumer Cyclical,51.9,C-暂缓,8.0,14.867572,26.01,17.37,-4.48,否,应收增速>营收,118.35,17.37,-4.48,12.77,40.27,-16.82,33.58,13.09,37.93,5.19,68.66,5.09,2.79,0.6,0.4,0.81,-2.37,769800000.0
93,TIMB,Communication Services,51.9,C-暂缓,7.0,10.490479,35.58,7.34,37.17,否,利润增长显著快于营收,28.22,7.34,37.17,13.62,12.74,14.8,53.93,16.2,17.98,7.61,29.05,0.69,2.99,0.89,0.47,2.06,-0.44,13440069000.0
94,OBDC,Financial Services,51.5,C-暂缓,6.0,19.61256,22.09,9.83,10.39,否,股数膨胀>2%,14.44,9.83,10.39,100.13,,,nan,88.41,8.48,4.04,54.11,1.26,,,0.05,2.78,8.37,1741520000.0
95,MLM,Basic Materials,51.4,C-暂缓,0.0,13.084043,25.15,-0.06,9.46,否,无,710.97,-0.06,9.46,21.67,-2.9,7.26,30.72,18.49,11.33,6.17,30.49,0.57,6.33,3.57,0.33,0.86,-0.97,1785000000.0
96,XP,Financial Services,50.5,C-暂缓,8.0,9.10257599999999,23.0,10.28,13.04,否,应收增速>营收,23.13,10.28,13.04,88.31,29.34,,26.0,64.89,21.96,1.39,26.28,4.43,9.71,0.71,0.02,2.24,-1.41,12044826000.0
97,MBGL,Technology,50.1,C-暂缓,0.0,29.554057,20.96,8.56,-7.32,否,无,26.0,8.56,-7.32,11.09,3.64,,nan,8.0,1.22,1.07,1.91,0.02,2.92,1.07,0.13,3.29,0.0,485000000.0
98,ACM,Industrials,50.0,C-暂缓,0.0,29.585234,51.96,7.07,21.84,否,无,135.52,7.07,21.84,4.81,2.51,,7.54,3.48,22.54,4.63,26.47,1.3,5.97,1.14,1.33,1.22,-1.75,821602000.0
99,DHI,Consumer Cyclical,49.9,C-暂缓,0.0,14.19899,19.13,0.76,-15.09,否,无,184.55,0.76,-15.09,82.61,,5.3,23.7,10.47,14.82,10.02,17.0,0.25,,17.39,0.96,0.92,-5.05,3420900000.0
100,CBZ,Industrials,49.8,C-暂缓,6.0,26.317308,17.34,25.0,3.1,否,股数膨胀>2%,66.22,25.0,3.1,15.13,20.61,,12.89,4.19,6.55,2.6,41.47,1.04,2.5,1.22,0.62,1.52,2.72,192485000.0
101,WING,Consumer Cyclical,49.5,C-暂缓,23.0,26.648939,67.19,24.91,48.75,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%,342.1,24.91,48.75,26.15,33.89,5.14,48.68,25.01,-23.65,24.72,183.21,-1.72,7.63,3.26,0.99,0.61,-2.74,153065000.0
102,DY,Industrials,49.4,C-暂缓,8.0,29.668366,45.11,13.35,25.51,否,应收增速>营收,566.47,13.35,25.51,57.39,26.97,3.74,20.56,5.07,15.12,6.3,50.04,1.61,6.53,2.74,1.24,1.43,0.7,642503000.0
103,TREX,Industrials,49.2,C-暂缓,8.0,27.701998,29.34,2.02,1.03,否,FCF/NI<70%,66.06,2.02,1.03,18.32,-21.14,19.08,39.17,16.22,18.41,13.47,12.89,0.18,,1.24,0.83,0.65,-0.93,358113000.0
104,GPI,,49.1,C-暂缓,0.0,11.153873,,11.64,-24.36,否,无,,11.64,-24.36,,,,16.05,1.44,nan,,,,2.58,,,1.31,,
105,BAH,Industrials,48.7,C-暂缓,13.0,11.673883,32.84,6.6,46.44,否,利润增长显著快于营收；ROE>40%,110.55,6.6,46.44,19.96,0.2,,52.71,7.59,77.01,11.79,57.91,3.73,5.14,1.78,1.55,1.12,-2.95,1041000000.0
106,TPR,Consumer Cyclical,48.5,C-暂缓,0.0,17.916094,20.96,1.6,-40.19,否,无,164.8,1.6,-40.19,12.56,-1.75,-4.69,75.44,2.61,21.36,1.83,59.25,4.55,3.53,1.87,0.7,5.97,-4.8,1216600000.0
