代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
BAC,,61.62,4307.24,14.246612,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BAH,,66.13,78.18,9.584058,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BALL,,62.35,165.9,18.086057,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BANC,,21.33,30.5,17.212135,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BANF,,115.36,26.65,15.803158,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BANR,,69.62,22.99,11.721894,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
A,,133.46,377.69,26.799197,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AA,,46.17,121.28,9.571056,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AB,,37.34,34.56,11.596273,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ABCB,,89.87,53.82,14.128353,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ABM,,47.01,26.98,18.105846,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ACAD,,24.96,31.87,11.368652,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ACIW,,54.71,54.58,27.631313,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ACM,,67.47,86.13,17.616188,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ACN,,140.09,858.75,11.204391,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ADBE,,218.36,864.71,12.489299,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ADEA,,27.28,29.16,25.027523,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ADP,,243.12,970.05,22.688472,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ADSK,,203.5,428.17,29.724458,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ADT,,6.9,36.57,9.587075,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ADUS,,111.4,20.2,20.556619,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AEE,,112.01,308.03,20.158097,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AEG,,9.16,116.7,13.185206,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AEM,,147.05,738.26,13.851312,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AEO,,17.82,27.09,11.065478,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AEP,,133.07,751.38,19.692433,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AFFS,,15.3,27.55,15.66307,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AFFT,,15.5,27.91,15.867816,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AFG,,140.41,100.56,13.329633,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AFL,,123.58,622.84,14.032661,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AG,,17.31,84.36,29.490987,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AGCO,,117.28,70.3,11.25398,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AGG,,97.58,1373.73,15.28042,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AGI,,30.54,127.67,12.164539,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AGM,,207.98,21.63,11.982542,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AGO,,84.46,35.12,9.71263,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AGR,,36.02,25.57,12.422506,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AIG,,78.25,414.73,13.742502,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AIR,,127.6,49.37,26.255144,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AIRC,,39.08,56.21,9.031555,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AIZ,,273.15,134.27,14.002512,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AKO.B,,29.71,23.02,15.093416,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
ALE,,67.9,39.27,23.831376,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AMRZ,,49.56,242.58,23.713917,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AMT,,166.06,775.35,26.790141,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AMX,,26.12,222.8,15.336649,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AMZN,,244.85,24167.6,29.283297,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
AXIA,,10.25,110.6,16.007371,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BBT,,30.18,23.37,22.130464,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BEAV,,64.47,59.84,20.931818,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
BPY,,18.59,132.27,9.869991,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CBC,,31.45,25.15,18.522488,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CRBD,,22.45,108.14,13.387001,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CVSA,,112.08,37.16,17.436651,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
DOO,,60.34,23.11,22.413171,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
DOOR,,132.84,28.73,21.025535,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
EMA,,54.34,166.16,23.023453,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
FGSN,,20.73,27.91,11.032464,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
FISV,,50.22,268.17,8.511864,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
HAPN,,18.81,20.94,12.560256,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
HPT,,25.28,41.42,17.102853,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
HTO,,63.93,23.32,22.128542,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
HTZZ,,32.62,90.18,27.334264,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
KKRT,,23.29,207.5,9.923306,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
LTHM,,16.51,29.51,9.185669,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MBGL,,20.38,60.08,27.712809,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MFP,,44.68,20.2,23.830566,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MRP,,28.61,43.77,10.259084,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MRSH,,175.99,839.84,21.542704,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MTOR,,36.5,24.12,11.968033,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MZTI,,108.64,21.15,17.004005,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
OCTV,,15.71,40.37,17.872582,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
OTF,,9.95,45.94,10.993588,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
PGTI,,41.99,22.01,22.945355,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
PMTV,,25.5,22.19,25.82017,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
PPLC,,48.5,363.35,29.682598,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
PXD,,269.62,624.62,13.348617,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
SGI,,70.14,131.16,28.519974,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
SKHY,,165.27,9560.87,23.8864,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
SRC,,42.31,59.25,24.025712,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
SUNB,,72.44,295.45,22.996825,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
SWCH,,34.25,75.67,19.770375,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
UNVR,,36.14,56.31,13.294194,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
VG,,14.82,75.14,16.462514,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
WSE,,12.35,84.72,19.088099,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CDP,,37.34,42.19,27.248294,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CDW,,129.83,164.94,15.797321,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CEG,,274.9,924.91,23.477518,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CENT,,43.73,25.1,15.901818,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CENX,,45.33,30.72,13.491071,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CF,,127.35,194.51,11.472973,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CFG,,72.44,303.52,15.778897,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CFR,,162.26,95.93,15.79992,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CG,,44.08,114.3,29.720808,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CHKP,,127.91,100.8,13.116783,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CHT,,42.82,177.52,27.290712,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CI,,284.85,750.48,12.069364,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CIB,,84.66,125.3,18.120719,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CIMO,,25.499,21.33,14.286547,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CINF,,179.23,274.91,10.232988,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CLM,,7.44,23.04,8.542602,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CLX,,95.76,115.14,15.516892,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CM,,117.74,1049.94,15.908885,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CMC,,68.07,74.68,12.931305,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CME,,249.24,899.76,21.266212,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CMG,,32.2,410.18,29.508744,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CMS,,73.98,225.34,20.436769,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CNS,,80.42,22.18,24.74189,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
COF,,201.36,1227.94,11.74281,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
COKE,,184.36,104.1,26.913083,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
COLB,,32.63,93.97,12.901818,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CQP,,64.56,25.92,15.08062,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
CRH,,100.06,670.67,18.496391,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MGEE,,82.99,31.19,21.276181,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MGNI,,18.3,25.51,17.715238,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MGRC,,117.12,28.31,18.592802,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MGY,,25.6,47.1,14.797688,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MHK,,110.41,51.45,16.5245,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MHO,,148.88,37.37,11.179045,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MIFF,,26.0,32.05,8.902347,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MORN,,166.83,32.38,17.069452,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MPC,,315.82,919.04,20.562309,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
MPLX,,56.61,206.73,12.271529,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NAD,,11.68,27.21,14.833988,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NATL,,47.81,34.71,21.362404,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NEM,,95.75,1019.74,12.445134,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NEU,,768.45,58.51,17.557057,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NHI,,79.98,37.83,25.795423,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NI,,46.57,222.23,23.059318,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NIC,,167.78,33.79,19.340861,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NICE,,88.52,51.87,10.426444,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NJR,,58.88,58.78,17.413179,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NKE,,42.21,496.81,20.1,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NMIH,,41.69,31.0,8.473577,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NMR,,9.82,273.38,13.12236,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NMRK,,15.34,23.01,18.938272,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NNI,,132.6,21.64,11.522954,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
NNN,,48.97,92.17,23.930717,,,,,,,,,,,2026-07-23,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,
